,Pos,Player,Tm,Age,Yrs,G,GS,Cmp,PsAtt,PsYds,PsTD,PsInt,Att,RshYds,RshTD,Rec,RecYds,RecTD,Solo,Sk,Int,All-pro teams,Year
579,C,Shaun O'Hara,NYG,31,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm",2008
580,EDGE,Justin Tuck,NYG,25,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,51.0,12.0,1,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm",2008
581,EDGE,John Abraham,ATL,30,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,37.0,16.5,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm",2008
582,EDGE,Mario Williams,HOU,23,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,44.0,12.0,0,"FW: 1st Tm All-Conf., SN: 1st Tm",2008
583,EDGE,Julius Peppers,CAR,28,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,40.0,14.5,0,"AP: 2nd Tm, SN: 1st Tm",2008
584,EDGE,Jared Allen,MIN,26,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,41.0,14.5,0,AP: 1st Tm,2008
585,EDGE,Robert Mathis,IND,27,5.0,15,2,0,0,0,0,0,0,0,0,0,0,0,36.0,11.5,0,FW: 1st Tm All-Conf.,2008
586,DT,Albert Haynesworth,TEN,27,6.0,14,14,0,0,0,0,0,0,0,0,0,0,0,41.0,8.5,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2008
587,DT,Kevin Williams,MIN,28,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,47.0,8.5,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm",2008
588,DT,Kris Jenkins,NYJ,29,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,37.0,3.5,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm",2008
589,DT,Jay Ratliff,DAL,27,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,33.0,7.5,0,FW: 1st Tm All-Conf.,2008
590,DT,Haloti Ngata,BAL,24,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,43.0,1.0,2,AP: 2nd Tm,2008
591,EDGE,James Harrison,PIT,30,6.0,15,15,0,0,0,0,0,0,0,0,0,0,0,67.0,16.0,1,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2008
592,EDGE,DeMarcus Ware,DAL,26,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,69.0,20.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2008
593,EDGE,Joey Porter,MIA,31,9.0,16,16,0,0,0,0,0,0,0,0,0,0,0,37.0,17.5,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm",2008
594,EDGE,Lance Briggs,CHI,28,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,90.0,0.5,3,FW: 1st Tm All-Conf.,2008
595,EDGE,Terrell Suggs,BAL,26,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,54.0,8.0,2,AP: 2nd Tm,2008
596,LB,Jon Beason,CAR,23,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,110.0,0.0,3,AP: 1st Tm,2008
597,LB,James Farrior,PIT,33,11.0,16,16,0,0,0,0,0,0,0,0,0,0,0,89.0,3.5,0,AP: 2nd Tm,2008
598,LB,Ray Lewis,BAL,33,12.0,16,16,0,0,0,0,0,0,0,0,0,0,0,85.0,3.5,3,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm",2008
599,LB,Patrick Willis,SFO,23,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,109.0,1.0,1,"FW: 1st Tm All-Conf., AP: 2nd Tm",2008
600,CB,Nnamdi Asomugha,OAK,27,5.0,15,15,0,0,0,0,0,0,0,0,0,0,0,33.0,0.0,1,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2008
601,CB,Cortland Finnegan,TEN,24,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,57.0,1.0,5,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2008
602,CB,Charles Woodson,GNB,32,10.0,16,16,0,0,0,0,0,0,0,0,0,0,0,51.0,3.0,7,"FW: 1st Tm All-Conf., AP: 2nd Tm",2008
603,CB,Antoine Winfield,MIN,31,9.0,16,16,0,0,0,0,0,0,0,0,0,0,0,82.0,2.0,2,"FW: 1st Tm All-Conf., AP: 2nd Tm",2008
604,S,Ed Reed,BAL,30,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,34.0,1.0,9,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2008
605,S,Troy Polamalu,PIT,27,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,54.0,0.0,7,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2008
606,S,Adrian Wilson,ARI,29,7.0,15,14,0,0,0,0,0,0,0,0,0,0,0,60.0,2.5,2,"FW: 1st Tm All-Conf., AP: 2nd Tm",2008
607,S,Nick Collins,GNB,25,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,60.0,0.0,7,"FW: 1st Tm All-Conf., AP: 2nd Tm",2008
608,S,Quintin Mikell,PHI,28,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,68.0,2.0,3,AP: 2nd Tm,2008
609,P,Shane Lechler,OAK,32,8.0,16,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2008
610,P,Donnie Jones,STL,28,4.0,16,0,0,1,0,0,0,0,0,0,0,0,0,2.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2008
611,RET,Johnnie Lee Higgins,OAK,25,1.0,16,3,0,0,0,0,0,3,34,0,22,366,4,0.0,0.0,0,"FW: 1st Tm All-Conf., FW: 1st Tm",2008
612,RET,Clifton Smith,TAM,23,,9,0,0,0,0,0,0,8,40,0,4,24,0,5.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2008
613,RET,Danieal Manning,CHI,26,2.0,14,1,0,0,0,0,0,0,0,0,0,0,0,28.0,1.0,1,"FW: 1st Tm All-Conf., FW: 1st Tm",2008
614,RET,Leodis McKelvin,BUF,23,,16,6,0,0,0,0,0,0,0,0,0,0,0,26.0,0.0,2,"FW: 1st Tm All-Conf., SN: 1st Tm",2008
615,RET,Leon Washington,NYJ,26,2.0,16,1,0,0,0,0,0,76,448,6,47,355,2,1.0,0.0,0,AP: 1st Tm,2008
616,ST,Brendon Ayanbadejo,BAL,32,5.0,16,0,0,0,0,0,0,0,0,0,0,0,0,15.0,1.0,0,"FW: 1st Tm All-Conf., FW: 1st Tm",2008
617,ST,Sean Morey,ARI,32,9.0,16,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0.0,0,FW: 1st Tm All-Conf.,2008
618,K,Stephen Gostkowski,NWE,24,2.0,16,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2008
619,RB,Reggie Bush,NOR,23,2.0,10,9,0,0,0,0,0,106,404,2,52,440,4,0.0,0.0,0,SN: 1st Tm,2008
620,K,John Carney,NYG,44,20.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2008
621,QB,Peyton Manning,IND,33,11.0,16,16,393,571,4500,33,16,19,-13,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 2nd Tm",2009
622,QB,Drew Brees,NOR,30,8.0,15,15,363,514,4388,34,11,22,33,2,1,-4,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm",2009
623,QB,Philip Rivers,SDG,28,5.0,16,16,317,486,4254,28,9,26,50,1,0,0,0,0.0,0.0,0,PFF: 1st Tm,2009
624,RB,Chris Johnson,TEN,24,1.0,16,16,0,1,0,0,0,358,2006,14,50,503,2,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2009
625,RB,Adrian Peterson,MIN,24,2.0,16,15,0,0,0,0,0,314,1383,18,43,436,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2009
626,RB,Steven Jackson,STL,26,5.0,15,15,0,0,0,0,0,324,1416,4,51,322,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, SN: 2nd Tm",2009
627,RB,Maurice Jones-Drew,JAX,24,3.0,16,16,0,0,0,0,0,312,1391,15,53,374,1,0.0,0.0,0,"FW: 1st Tm All-Conf., PFF: 2nd Tm, SN: 2nd Tm",2009
628,RB,Ray Rice,BAL,22,1.0,16,15,0,1,0,0,0,254,1339,7,78,702,1,0.0,0.0,0,AP: 2nd Tm,2009
629,FB,Leonard Weaver,PHI,27,4.0,16,8,0,0,0,0,0,70,323,2,15,140,2,3.0,0.0,0,AP: 1st Tm,2009
630,FB,Lousaka Polite,MIA,28,5.0,16,9,0,0,0,0,0,37,123,0,11,51,0,0.0,0.0,0,PFF: 1st Tm,2009
631,FB,Le'Ron McClain,BAL,25,2.0,16,14,0,0,0,0,0,46,180,2,21,141,0,0.0,0.0,0,"AP: 2nd Tm, PFF: 2nd Tm",2009
632,WR,Andre Johnson,HOU,28,6.0,16,16,0,0,0,0,0,2,10,0,101,1569,9,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2009
633,WR,Wes Welker,NWE,28,5.0,14,13,0,0,0,0,0,5,36,0,123,1348,4,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm",2009
634,WR,Larry Fitzgerald,ARI,26,5.0,16,16,0,0,0,0,0,0,0,0,97,1092,13,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm",2009
635,WR,Reggie Wayne,IND,31,8.0,16,16,0,1,0,0,1,0,0,0,100,1264,10,0.0,0.0,0,"AP: 2nd Tm, PFF: 1st Tm, SN: 2nd Tm",2009
636,WR,Vincent Jackson,SDG,26,4.0,15,15,0,0,0,0,0,3,11,0,68,1167,9,0.0,0.0,0,PFF: 1st Tm,2009
637,WR,Sidney Rice,MIN,23,2.0,16,14,0,1,0,0,0,0,0,0,83,1312,8,0.0,0.0,0,PFF: 2nd Tm,2009
638,TE,Dallas Clark,IND,30,6.0,16,16,0,0,0,0,0,2,11,0,100,1106,10,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2009
639,TE,Jason Witten,DAL,27,6.0,16,16,0,0,0,0,0,0,0,0,94,1030,2,0.0,0.0,0,"PFF: 1st Tm, SN: 2nd Tm",2009
640,TE,Vernon Davis,SFO,25,3.0,16,16,0,0,0,0,0,0,0,0,78,965,13,0.0,0.0,0,FW: 1st Tm All-Conf.,2009
641,TE,Antonio Gates,SDG,29,6.0,16,16,0,0,0,0,0,0,0,0,79,1157,8,0.0,0.0,0,AP: 2nd Tm,2009
642,T,Joe Thomas,CLE,25,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 2nd Tm",2009
643,T,Ryan Clady,DEN,23,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2009
644,T,Jake Long,MIA,24,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,"AP: 2nd Tm, PFF: 2nd Tm, SN: 1st Tm",2009
645,T,Jason Peters,PHI,27,5.0,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,2009
646,T,Jon Stinchcomb,NOR,30,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,FW: 1st Tm All-Conf.,2009
647,T,Michael Roos,TEN,27,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"AP: 2nd Tm, SN: 2nd Tm",2009
648,G,Carl Nicks,NOR,24,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFF: 1st Tm,2009
649,G,Jahri Evans,NOR,26,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2009
650,G,Steve Hutchinson,MIN,32,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2009
651,G,Logan Mankins,NWE,27,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm, SN: 2nd Tm",2009
652,G,Alan Faneca,NYJ,33,11.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,2009
653,G,Kris Dielman,SDG,28,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,AP: 2nd Tm,2009
654,C,Nick Mangold,NYJ,25,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2009
655,C,Andre Gurode,DAL,31,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2009
656,C,Ryan Kalil,CAR,24,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFF: 2nd Tm,2009
657,G,Steve Neal,NWE,33,7.0,12,12,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFF: 2nd Tm,2009
658,T,Damien Woody,NYJ,32,10.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 1st Tm,2009
659,T,David Stewart,TEN,27,3.0,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 2nd Tm,2009
660,EDGE,Dwight Freeney,IND,29,7.0,14,9,0,0,0,0,0,0,0,0,0,0,0,19.0,13.5,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2009
661,EDGE,Jared Allen,MIN,27,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,43.0,14.5,1,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2009
662,EDGE,Justin Smith,SFO,30,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,41.0,6.0,0,PFF: 1st Tm,2009
663,EDGE,Trent Cole,PHI,27,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,48.0,12.5,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm, SN: 2nd Tm",2009
664,EDGE,Mario Williams,HOU,24,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,38.0,9.0,0,FW: 1st Tm All-Conf.,2009
665,EDGE,Julius Peppers,CAR,29,7.0,16,14,0,0,0,0,0,0,0,0,0,0,0,36.0,10.5,2,"AP: 2nd Tm, SN: 2nd Tm",2009
666,EDGE,Robert Mathis,IND,28,6.0,14,9,0,0,0,0,0,0,0,0,0,0,0,24.0,9.5,0,PFF: 2nd Tm,2009
667,DT,Kevin Williams,MIN,29,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,22.0,6.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2009
668,DT,Haloti Ngata,BAL,25,3.0,14,13,0,0,0,0,0,0,0,0,0,0,0,26.0,1.5,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, SN: 2nd Tm",2009
669,DT,Jay Ratliff,DAL,28,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,29.0,6.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm",2009
670,DT,Darnell Dockett,ARI,28,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,42.0,7.0,1,"SN: 1st Tm, AP: 2nd Tm",2009
671,DT,Jonathan Babineaux,ATL,28,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,37.0,6.0,0,PFF: 1st Tm,2009
672,DT,Vince Wilfork,NWE,28,5.0,13,13,0,0,0,0,0,0,0,0,0,0,0,31.0,0.0,0,"FW: 1st Tm All-Conf., SN: 2nd Tm",2009
673,DT,Kelly Gregg,BAL,33,10.0,16,14,0,0,0,0,0,0,0,0,0,0,0,46.0,3.0,0,PFF: 2nd Tm,2009
674,DT,Albert Haynesworth,WAS,28,7.0,12,12,0,0,0,0,0,0,0,0,0,0,0,29.0,4.0,0,PFF: 2nd Tm,2009
675,EDGE,DeMarcus Ware,DAL,27,4.0,16,15,0,0,0,0,0,0,0,0,0,0,0,45.0,11.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2009
676,EDGE,Elvis Dumervil,DEN,25,3.0,16,14,0,0,0,0,0,0,0,0,0,0,0,42.0,17.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2009
677,EDGE,LaMarr Woodley,PIT,25,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,51.0,13.5,0,"PFF: 1st Tm, AP: 2nd Tm",2009
678,EDGE,Lance Briggs,CHI,29,6.0,15,15,0,0,0,0,0,0,0,0,0,0,0,93.0,2.5,1,"FW: 1st Tm All-Conf., AP: 2nd Tm",2009
679,EDGE,Brian Cushing,HOU,22,,16,16,0,0,0,0,0,0,0,0,0,0,0,86.0,4.0,4,"FW: 1st Tm All-Conf., SN: 2nd Tm",2009
680,EDGE,James Harrison,PIT,31,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,60.0,10.0,0,"AP: 2nd Tm, SN: 2nd Tm",2009
681,EDGE,Anthony Spencer,DAL,25,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,50.0,6.0,1,PFF: 2nd Tm,2009
682,EDGE,Daryl Smith,JAX,27,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,84.0,1.5,1,PFF: 2nd Tm,2009
683,LB,Jon Beason,CAR,24,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,111.0,3.0,3,"AP: 2nd Tm, SN: 2nd Tm",2009
684,LB,David Harris,NYJ,25,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,82.0,5.5,2,AP: 2nd Tm,2009
685,LB,Patrick Willis,SFO,24,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,114.0,4.0,3,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2009
686,LB,Ray Lewis,BAL,34,13.0,16,16,0,0,0,0,0,0,0,0,0,0,0,95.0,3.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, PFF: 2nd Tm",2009
687,CB,Darrelle Revis,NYJ,24,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,47.0,0.0,6,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2009
688,CB,Charles Woodson,GNB,33,11.0,16,16,0,0,0,0,0,0,0,0,0,0,0,66.0,2.0,9,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2009
689,CB,Asante Samuel,PHI,28,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,39.0,0.0,9,"FW: 1st Tm All-Conf., AP: 2nd Tm, SN: 2nd Tm",2009
690,CB,Nnamdi Asomugha,OAK,28,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,30.0,0.0,1,"FW: 1st Tm All-Conf., AP: 2nd Tm, SN: 2nd Tm",2009
691,CB,Leon Hall,CIN,25,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,58.0,0.0,6,"AP: 2nd Tm, PFF: 2nd Tm",2009
692,CB,Dominique Rodgers-Cromartie,ARI,23,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,48.0,0.0,6,PFF: 2nd Tm,2009
693,S,George Wilson,BUF,28,4.0,16,12,0,0,0,0,0,0,0,0,0,0,0,70.0,2.0,4,PFF: 1st Tm,2009
694,S,Reed Doughty,WAS,27,3.0,15,7,0,0,0,0,0,0,0,0,0,0,0,75.0,2.0,1,PFF: 2nd Tm,2009
695,S,Darren Sharper,NOR,34,12.0,14,14,0,0,0,0,0,0,0,0,0,0,0,51.0,0.5,9,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2009
696,S,Adrian Wilson,ARI,30,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,62.0,2.0,5,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm",2009
697,S,Brian Dawkins,DEN,36,13.0,16,16,0,0,0,0,0,0,0,0,0,0,0,95.0,0.0,2,"FW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm",2009
698,S,Ed Reed,BAL,31,7.0,12,12,0,0,0,0,0,0,0,0,0,0,0,42.0,0.0,3,"AP: 2nd Tm, PFF: 1st Tm, SN: 2nd Tm",2009
699,S,Jairus Byrd,BUF,23,,14,11,0,0,0,0,0,0,0,0,0,0,0,33.0,0.0,9,"FW: 1st Tm All-Conf., SN: 2nd Tm",2009
700,S,Nick Collins,GNB,26,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,44.0,1.0,6,"AP: 2nd Tm, PFF: 2nd Tm",2009
701,K,Sebastian Janikowski,OAK,31,9.0,16,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,PFF: 1st Tm,2009
702,K,Rob Bironas,TEN,31,4.0,16,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,PFF: 2nd Tm,2009
703,P,Shane Lechler,OAK,33,9.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2009
704,P,Andy Lee,SFO,27,5.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2009
705,P,Donnie Jones,STL,29,5.0,16,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,"AP: 2nd Tm, SN: 2nd Tm",2009
706,P,Ben Graham,ARI,36,4.0,16,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,PFF: 2nd Tm,2009
707,RET,DeSean Jackson,PHI,23,1.0,15,15,0,0,0,0,0,11,137,1,62,1156,9,0.0,0.0,0,"FW: 1st Tm All-Conf., FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, SN: 1st Tm",2009
708,RET,Josh Cribbs,CLE,26,4.0,16,12,1,4,18,0,1,55,381,1,20,135,1,8.0,0.0,0,"FW: 1st Tm All-Conf., FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 2nd Tm",2009
709,RET,Percy Harvin,MIN,21,,15,8,0,0,0,0,0,15,135,0,60,790,6,0.0,0.0,0,"FW: 1st Tm All-Conf., SN: 1st Tm",2009
710,RET,Stefan Logan,PIT,28,,16,1,0,0,0,0,0,0,0,0,1,5,0,6.0,0.0,0,PFF: 2nd Tm,2009
711,ST,Kassim Osgood,SDG,29,6.0,16,0,0,0,0,0,0,0,0,0,1,17,0,13.0,0.0,0,"FW: 1st Tm All-Conf., FW: 1st Tm",2009
712,ST,Tim Shaw,CHI,25,2.0,15,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0.0,0,PFF: 1st Tm,2009
713,ST,Heath Farwell,MIN,28,4.0,16,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0.0,0,FW: 1st Tm All-Conf.,2009
714,ST,Kroy Biermann,ATL,24,1.0,16,2,0,0,0,0,0,0,0,0,0,0,0,38.0,5.0,0,PFF: 2nd Tm,2009
715,K,Nate Kaeding,SDG,27,5.0,16,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 2nd Tm",2009
716,K,David Akers,PHI,35,11.0,16,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm",2009
717,WR,Patrick Crayton,DAL,30,5.0,16,6,0,0,0,0,0,4,28,0,37,622,5,0.0,0.0,0,SN: 2nd Tm,2009
718,WR,Brandon Marshall,DEN,25,3.0,15,13,0,0,0,0,0,7,39,0,101,1120,10,0.0,0.0,0,SN: 2nd Tm,2009
719,C,Jeff Saturday,IND,34,10.0,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,SN: 2nd Tm,2009
720,G,Chris Snee,NYG,27,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,SN: 2nd Tm,2009
721,QB,Tom Brady,NWE,33,10.0,16,16,324,492,3900,36,4,31,30,1,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2010
722,QB,Matt Ryan,ATL,25,2.0,16,16,357,571,3705,28,9,46,122,0,0,0,0,0.0,0.0,0,PFF: 1st Tm,2010
723,QB,Michael Vick,PHI,30,9.0,12,12,233,372,3018,21,6,100,676,9,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,2010
724,QB,Aaron Rodgers,GNB,27,5.0,15,15,312,475,3922,28,11,64,356,4,0,0,0,0.0,0.0,0,PFF: 2nd Tm,2010
725,RB,Jamaal Charles,KAN,24,2.0,16,6,0,0,0,0,0,230,1467,5,45,468,3,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm",2010
726,RB,Arian Foster,HOU,24,1.0,16,13,0,0,0,0,0,327,1616,16,66,604,2,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2010
727,RB,Maurice Jones-Drew,JAX,25,4.0,14,14,0,1,0,0,1,299,1324,5,34,317,2,0.0,0.0,0,SN: 1st Tm,2010
728,RB,Adrian Peterson,MIN,25,3.0,15,15,0,0,0,0,0,283,1298,12,36,341,1,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm",2010
729,RB,Michael Turner,ATL,28,6.0,16,15,0,0,0,0,0,334,1371,12,12,85,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2010
730,FB,Ovie Mughelli,ATL,30,7.0,16,6,0,0,0,0,0,13,36,0,13,126,1,6.0,0.0,0,"PFF: 1st Tm, AP: 2nd Tm",2010
