,Pos,Player,Tm,Age,Yrs,G,GS,Cmp,PsAtt,PsYds,PsTD,PsInt,Att,RshYds,RshTD,Rec,RecYds,RecTD,Solo,Sk,Int,All-pro teams,Year
1612,EDGE,Cameron Jordan,NOR,30,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,37.0,15.5,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, SN: 1st Tm",2019
1613,EDGE,Joey Bosa,LAC,24,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,47.0,11.5,0,"FW: 1st Tm All-Conf., PFF: 2nd Tm, SN: 1st Tm",2019
1614,EDGE,Danielle Hunter,MIN,25,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,52.0,14.5,0,"FW: 1st Tm All-Conf., FW: 1st Tm",2019
1615,EDGE,Za'Darius Smith,GNB,27,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,41.0,13.5,0,PFF: 1st Tm,2019
1616,EDGE,Calais Campbell,JAX,33,11.0,16,16,0,0,0,0,0,0,0,0,0,0,0,37.0,6.5,0,"FW: 1st Tm All-Conf., PFF: 2nd Tm",2019
1617,DT,Aaron Donald,LAR,28,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,29.0,12.5,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2019
1618,DT,Cameron Heyward,PIT,30,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,51.0,9.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2019
1619,DT,Grady Jarrett,ATL,26,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,38.0,7.5,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm",2019
1620,DT,Chris Jones,KAN,25,3.0,13,12,0,0,0,0,0,0,0,0,0,0,0,23.0,9.0,0,FW: 1st Tm All-Conf.,2019
1621,DT,D.J. Reader,HOU,25,3.0,15,15,0,0,0,0,0,0,0,0,0,0,0,28.0,2.5,0,PFF: 2nd Tm,2019
1622,DT,DeForest Buckner,SFO,25,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,34.0,7.5,0,AP: 2nd Tm,2019
1623,EDGE,T.J. Watt,PIT,25,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,35.0,14.5,2,"FW: 1st Tm All-Conf., AP: 1st Tm, AP: 2nd Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2019
1624,EDGE,Chandler Jones,ARI,29,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,42.0,19.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2019
1625,EDGE,Shaquil Barrett,TAM,27,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,45.0,19.5,1,"FW: 1st Tm All-Conf., AP: 2nd Tm",2019
1626,EDGE,Matt Judon,BAL,27,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,43.0,9.5,0,FW: 1st Tm All-Conf.,2019
1627,LB,Bobby Wagner,SEA,29,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,86.0,3.0,1,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2019
1628,LB,Shaquille Leonard,IND,24,1.0,13,13,0,0,0,0,0,0,0,0,0,0,0,71.0,5.0,5,"FW: 1st Tm All-Conf., AP: 2nd Tm",2019
1629,LB,Eric Kendricks,MIN,27,4.0,15,15,0,0,0,0,0,0,0,0,0,0,0,70.0,0.5,0,"AP: 1st Tm, PFF: 1st Tm",2019
1630,LB,Demario Davis,NOR,30,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,87.0,4.0,1,"AP: 1st Tm, PFF: 1st Tm",2019
1631,LB,Luke Kuechly,CAR,28,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,81.0,0.0,2,"AP: 2nd Tm, PFF: 2nd Tm",2019
1632,LB,Lavonte David,TAM,29,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,82.0,1.0,1,PFF: 2nd Tm,2019
1633,CB,Stephon Gilmore,NWE,29,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,44.0,0.0,6,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2019
1634,CB,Tre'Davious White,BUF,24,2.0,15,15,0,0,0,0,0,0,0,0,0,0,0,48.0,1.0,6,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2019
1635,CB,Marcus Peters,2TM,26,4.0,16,15,0,0,0,0,0,0,0,0,0,0,0,40.0,0.0,5,"AP: 2nd Tm, AP: 1st Tm, PFF: 1st Tm",2019
1636,CB,Richard Sherman,SFO,31,8.0,15,15,0,0,0,0,0,0,0,0,0,0,0,48.0,0.0,3,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 1st Tm",2019
1637,CB,Marshon Lattimore,NOR,23,2.0,14,14,0,0,0,0,0,0,0,0,0,0,0,46.0,0.0,1,FW: 1st Tm All-Conf.,2019
1638,CB,Quinton Dunbar,WAS,27,4.0,11,11,0,0,0,0,0,0,0,0,0,0,0,31.0,0.0,4,PFF: 2nd Tm,2019
1639,CB,Casey Hayward,LAC,30,7.0,16,16,0,0,0,0,0,0,0,0,0,0,0,28.0,0.0,2,PFF: 2nd Tm,2019
1640,CB,Tyrann Mathieu,KAN,27,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,63.0,2.0,4,"AP: 1st Tm, AP: 2nd Tm",2019
1641,CB,Marlon Humphrey,BAL,23,2.0,16,15,0,0,0,0,0,0,0,0,0,0,0,53.0,0.0,3,AP: 1st Tm,2019
1642,CB,Marcus Williams,NOR,23,2.0,15,15,0,0,0,0,0,0,0,0,0,0,0,40.0,0.0,4,PFF: 2nd Tm,2019
1643,S,Jamal Adams,NYJ,24,2.0,14,14,0,0,0,0,0,0,0,0,0,0,0,61.0,6.5,1,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2019
1644,S,Minkah Fitzpatrick,2TM,23,1.0,16,16,0,0,0,0,0,0,0,0,0,0,0,44.0,0.0,5,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2019
1645,S,Anthony Harris,MIN,28,4.0,14,14,0,0,0,0,0,0,0,0,0,0,0,35.0,0.0,6,"FW: 1st Tm All-Conf., PFF: 1st Tm",2019
1646,S,Justin Simmons,DEN,26,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,65.0,0.0,4,"AP: 2nd Tm, PFF: 1st Tm",2019
1647,S,Harrison Smith,MIN,30,7.0,15,15,0,0,0,0,0,0,0,0,0,0,0,65.0,1.0,3,"FW: 1st Tm All-Conf., PFF: 2nd Tm",2019
1648,K,Josh Lambo,JAX,29,4.0,16,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,"AP: 2nd Tm, PFF: 2nd Tm",2019
1649,P,Brett Kern,TEN,33,11.0,16,0,1,2,11,0,0,1,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2019
1650,P,Tress Way,WAS,29,5.0,16,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2019
1651,P,JK Scott,GNB,24,1.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 2nd Tm,2019
1652,RET,Deonte Harty,NOR,22,,14,1,0,0,0,0,0,4,31,0,6,24,0,1.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2019
1653,RET,Diontae Johnson,PIT,23,,16,12,0,0,0,0,0,4,41,0,59,680,5,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2019
1654,RET,Cordarrelle Patterson,CHI,28,6.0,16,4,0,0,0,0,0,17,103,0,11,83,0,5.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, AP: 2nd Tm, FW: 1st Tm, SN: 1st Tm",2019
1655,RET,Mecole Hardman,KAN,21,,16,5,0,0,0,0,0,4,17,0,26,538,6,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2019
1656,RET,Andre Roberts,BUF,31,9.0,13,0,0,0,0,0,0,1,7,0,3,20,0,0.0,0.0,0,PFF: 2nd Tm,2019
1657,ST,Matthew Slater,NWE,34,11.0,16,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm",2019
1658,ST,J.T. Gray,NOR,23,1.0,16,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 1st Tm",2019
1659,K,Justin Tucker,BAL,30,7.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2019
1660,K,Wil Lutz,NOR,25,3.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,FW: 1st Tm All-Conf.,2019
1661,QB,Aaron Rodgers,GNB,37,15.0,16,16,372,526,4299,48,5,38,149,3,1,-6,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm",2020
1662,QB,Patrick Mahomes,KAN,25,3.0,15,15,390,588,4740,38,6,62,308,2,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm, SN: 1st Tm",2020
1663,QB,Josh Allen,BUF,24,2.0,16,16,396,572,4544,37,10,102,421,8,1,12,1,0.0,0.0,0,AP: 2nd Tm,2020
1664,RB,Derrick Henry,TEN,26,4.0,16,16,0,0,0,0,0,378,2027,17,19,114,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2020
1665,RB,Dalvin Cook,MIN,25,3.0,14,14,0,0,0,0,0,312,1557,16,44,361,1,0.0,0.0,0,"FW: 1st Tm All-Conf., FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2020
1666,RB,Alvin Kamara,NOR,25,3.0,15,10,0,0,0,0,0,187,932,16,83,756,5,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2020
1667,RB,Nick Chubb,CLE,25,2.0,12,12,0,0,0,0,0,190,1067,12,16,150,0,0.0,0.0,0,FW: 1st Tm All-Conf.,2020
1668,WR,Davante Adams,GNB,28,6.0,14,14,0,0,0,0,0,0,0,0,115,1374,18,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2020
1669,WR,Stefon Diggs,BUF,27,5.0,16,15,0,0,0,0,0,1,1,0,127,1535,8,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2020
1670,WR,Tyreek Hill,KAN,26,4.0,15,15,0,0,0,0,0,13,123,2,87,1276,15,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, PFF: 1st Tm",2020
1671,WR,DeAndre Hopkins,ARI,28,7.0,16,16,0,0,0,0,0,1,1,0,115,1407,6,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2020
1672,WR,Justin Jefferson,MIN,21,,16,14,0,0,0,0,0,1,2,0,88,1400,7,0.0,0.0,0,"AP: 2nd Tm, PFF: 2nd Tm",2020
1673,WR,D.K. Metcalf,SEA,23,1.0,16,16,0,0,0,0,0,0,0,0,83,1303,10,0.0,0.0,0,AP: 2nd Tm,2020
1674,WR,A.J. Brown,TEN,23,1.0,14,12,0,0,0,0,0,0,0,0,70,1075,11,0.0,0.0,0,PFF: 2nd Tm,2020
1675,WR,Calvin Ridley,ATL,26,2.0,15,15,0,0,0,0,0,5,1,0,90,1374,9,0.0,0.0,0,AP: 2nd Tm,2020
1676,WR,Cole Beasley,BUF,31,8.0,15,10,1,1,20,1,0,0,0,0,82,967,4,0.0,0.0,0,AP: 2nd Tm,2020
1677,TE,Travis Kelce,KAN,31,7.0,15,15,1,2,4,0,0,0,0,0,105,1416,11,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2020
1678,TE,T.J. Hockenson,DET,23,1.0,16,16,0,0,0,0,0,1,0,0,67,723,6,0.0,0.0,0,FW: 1st Tm All-Conf.,2020
1679,TE,Darren Waller,LVR,28,5.0,16,15,0,0,0,0,0,0,0,0,107,1196,9,0.0,0.0,0,PFF: 2nd Tm,2020
1680,WR,Allen Robinson,CHI,27,6.0,16,16,0,0,0,0,0,1,-1,0,102,1250,6,0.0,0.0,0,PFF: 2nd Tm,2020
1681,T,Jack Conklin,CLE,26,4.0,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm",2020
1682,T,David Bakhtiari,GNB,29,7.0,12,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2020
1683,T,Trent Williams,SFO,32,10.0,14,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., PFF: 1st Tm, SN: 1st Tm",2020
1684,T,Garett Bolles,DEN,28,3.0,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 2nd Tm",2020
1685,G,Quenton Nelson,IND,24,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2020
1686,G,Joel Bitonio,CLE,29,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2020
1687,G,Brandon Scherff,WAS,29,5.0,13,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, PFF: 2nd Tm",2020
1688,G,Ali Marpet,TAM,27,5.0,13,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., PFF: 1st Tm",2020
1689,C,Corey Linsley,GNB,29,6.0,13,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm",2020
1690,C,Jason Kelce,PHI,33,9.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,SN: 1st Tm,2020
1691,C,Ryan Kelly,IND,27,4.0,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2020
1692,C,Frank Ragnow,DET,24,2.0,14,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"AP: 2nd Tm, PFF: 2nd Tm",2020
1693,G,Wyatt Teller,CLE,26,2.0,11,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"PFF: 1st Tm, AP: 2nd Tm",2020
1694,T,Tristan Wirfs,TAM,21,,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,PFF: 2nd Tm,2020
1695,T,Ryan Ramczyk,NOR,26,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,AP: 2nd Tm,2020
1696,EDGE,Myles Garrett,CLE,25,3.0,14,14,0,0,0,0,0,0,0,0,0,0,0,33.0,12.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2020
1697,EDGE,Joey Bosa,LAC,25,4.0,12,10,0,0,0,0,0,0,0,0,0,0,0,29.0,7.5,0,"FW: 1st Tm All-Conf., SN: 1st Tm",2020
1698,EDGE,Trey Hendrickson,NOR,26,3.0,15,15,0,0,0,0,0,0,0,0,0,0,0,22.0,13.5,0,FW: 1st Tm,2020
1699,EDGE,Cameron Jordan,NOR,31,9.0,16,16,0,0,0,0,0,0,0,0,0,0,0,34.0,7.5,0,FW: 1st Tm All-Conf.,2020
1700,EDGE,Chase Young,WAS,21,,15,15,0,0,0,0,0,0,0,0,0,0,0,32.0,7.5,0,FW: 1st Tm All-Conf.,2020
1701,EDGE,DeMarcus Lawrence,DAL,28,6.0,16,15,0,0,0,0,0,0,0,0,0,0,0,34.0,6.5,0,PFF: 2nd Tm,2020
1702,DT,Aaron Donald,LAR,29,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,27.0,13.5,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2020
1703,DT,Chris Jones,KAN,26,4.0,15,14,0,0,0,0,0,0,0,0,0,0,0,23.0,7.5,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 1st Tm, SN: 1st Tm",2020
1704,DT,DeForest Buckner,IND,26,4.0,15,14,0,0,0,0,0,0,0,0,0,0,0,37.0,9.5,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm",2020
1705,DT,Fletcher Cox,PHI,30,8.0,15,15,0,0,0,0,0,0,0,0,0,0,0,28.0,6.5,0,FW: 1st Tm All-Conf.,2020
1706,DT,Cameron Heyward,PIT,31,9.0,15,15,0,0,0,0,0,0,0,0,0,0,0,30.0,4.0,1,"AP: 2nd Tm, PFF: 2nd Tm",2020
1707,EDGE,T.J. Watt,PIT,26,3.0,15,15,0,0,0,0,0,0,0,0,0,0,0,43.0,15.0,1,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2020
1708,EDGE,Khalil Mack,CHI,29,6.0,16,16,0,0,0,0,0,0,0,0,0,0,0,29.0,9.0,1,"FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, PFF: 1st Tm",2020
1709,EDGE,Za'Darius Smith,GNB,28,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,35.0,12.5,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2020
1710,EDGE,Bradley Chubb,DEN,24,2.0,14,14,0,0,0,0,0,0,0,0,0,0,0,26.0,7.5,0,FW: 1st Tm All-Conf.,2020
1711,LB,Fred Warner,SFO,24,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,79.0,1.0,2,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2020
1712,LB,Shaquille Leonard,IND,25,2.0,14,14,0,0,0,0,0,0,0,0,0,0,0,86.0,3.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, SN: 1st Tm",2020
1713,LB,Bobby Wagner,SEA,30,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,81.0,3.0,0,"AP: 1st Tm, PFF: 1st Tm",2020
1714,LB,Roquan Smith,CHI,23,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,98.0,4.0,2,"AP: 2nd Tm, SN: 1st Tm",2020
1715,LB,Lavonte David,TAM,30,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,82.0,1.5,1,AP: 2nd Tm,2020
1716,LB,Devin White,TAM,22,1.0,15,15,0,0,0,0,0,0,0,0,0,0,0,97.0,9.0,0,AP: 2nd Tm,2020
1717,LB,Myles Jack,JAX,25,4.0,14,14,0,0,0,0,0,0,0,0,0,0,0,72.0,1.0,1,PFF: 2nd Tm,2020
1718,LB,Eric Kendricks,MIN,28,5.0,11,11,0,0,0,0,0,0,0,0,0,0,0,69.0,0.0,3,PFF: 2nd Tm,2020
1719,LB,Demario Davis,NOR,31,8.0,16,16,0,0,0,0,0,0,0,0,0,0,0,73.0,4.0,0,AP: 2nd Tm,2020
1720,CB,Xavien Howard,MIA,27,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,40.0,0.0,10,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2020
1721,CB,Jalen Ramsey,LAR,26,4.0,15,15,0,0,0,0,0,0,0,0,0,0,0,36.0,0.0,1,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm",2020
1722,CB,Jaire Alexander,GNB,23,2.0,15,15,0,0,0,0,0,0,0,0,0,0,0,40.0,1.0,1,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 1st Tm",2020
1723,CB,Tre'Davious White,BUF,25,3.0,14,14,0,0,0,0,0,0,0,0,0,0,0,44.0,1.5,3,"FW: 1st Tm All-Conf., AP: 2nd Tm",2020
1724,CB,James Bradberry,NYG,27,4.0,15,15,0,0,0,0,0,0,0,0,0,0,0,44.0,0.0,3,PFF: 2nd Tm,2020
1725,CB,Bryce Callahan,DEN,29,5.0,10,10,0,0,0,0,0,0,0,0,0,0,0,36.0,0.0,2,PFF: 1st Tm,2020
1726,CB,Darious Williams,LAR,27,2.0,16,10,0,0,0,0,0,0,0,0,0,0,0,37.0,0.0,4,PFF: 2nd Tm,2020
1727,S,Tyrann Mathieu,KAN,28,7.0,15,15,0,0,0,0,0,0,0,0,0,0,0,48.0,0.0,6,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2020
1728,S,Minkah Fitzpatrick,PIT,24,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,60.0,0.0,4,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2020
1729,S,Budda Baker,ARI,24,3.0,15,15,0,0,0,0,0,0,0,0,0,0,0,90.0,2.0,2,"FW: 1st Tm All-Conf., AP: 1st Tm",2020
1730,S,Jessie Bates III,CIN,23,2.0,16,16,0,0,0,0,0,0,0,0,0,0,0,78.0,0.0,3,"AP: 2nd Tm, PFF: 1st Tm",2020
1731,S,Adrian Amos,GNB,27,5.0,16,16,0,0,0,0,0,0,0,0,0,0,0,65.0,2.0,2,PFF: 1st Tm,2020
1732,S,Jamal Adams,SEA,25,3.0,12,12,0,0,0,0,0,0,0,0,0,0,0,59.0,9.5,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2020
1733,S,Justin Simmons,DEN,27,4.0,16,16,0,0,0,0,0,0,0,0,0,0,0,77.0,0.0,5,PFF: 2nd Tm,2020
1734,S,John Johnson,LAR,25,3.0,16,16,0,0,0,0,0,0,0,0,0,0,0,73.0,0.0,1,PFF: 2nd Tm,2020
1735,LS,Morgan Cox,BAL,34,10.0,15,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,AP: 1st Tm,2020
1736,LS,Luke Rhodes,IND,28,4.0,16,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0,AP: 2nd Tm,2020
1737,P,Jake Bailey,NWE,23,1.0,16,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2020
1738,P,Jack Fox,DET,24,,16,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, PFF: 1st Tm",2020
1739,P,Bradley Pinion,TAM,26,5.0,16,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,PFF: 2nd Tm,2020
1740,RET,Gunner Olszewski,NWE,24,1.0,13,2,0,0,0,0,0,5,23,0,5,62,1,1.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2020
1741,RET,Jamal Agnew,DET,25,3.0,14,2,0,1,0,0,0,6,33,0,13,89,0,4.0,0.0,0,FW: 1st Tm All-Conf.,2020
1742,RET,Jakeem Grant,MIA,28,4.0,14,4,0,0,0,0,0,3,20,0,36,373,1,0.0,0.0,0,AP: 2nd Tm,2020
1743,RET,Cordarrelle Patterson,CHI,29,7.0,16,3,0,0,0,0,0,64,232,1,21,132,0,3.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2020
1744,RET,Andre Roberts,BUF,32,10.0,15,0,0,0,0,0,0,1,-3,0,4,34,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm",2020
1745,RET,Ray-Ray McCloud,PIT,24,2.0,16,2,0,0,0,0,0,4,65,0,20,77,0,1.0,0.0,0,PFF: 2nd Tm,2020
1746,ST,George Odum,IND,27,2.0,16,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm",2020
1747,ST,Nick Bellore,SEA,31,9.0,16,0,0,0,0,0,0,1,5,0,1,9,0,11.0,0.0,0,FW: 1st Tm All-Conf.,2020
1748,ST,Cody Davis,NWE,31,7.0,13,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0,PFF: 2nd Tm,2020
1749,ST,Matthew Slater,NWE,35,12.0,16,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0,AP: 2nd Tm,2020
1750,K,Jason Sanders,MIA,25,2.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"AP: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2020
1751,K,Justin Tucker,BAL,31,8.0,16,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,"FW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, PFF: 2nd Tm",2020
1752,K,Younghoe Koo,ATL,26,3.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,"FW: 1st Tm All-Conf., SN: 1st Tm",2020
1753,QB,Aaron Rodgers,GNB,38,16.0,16,16,366,531,4115,37,4,33,101,3,1,-4,0,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm",2021
1754,QB,Tom Brady,TAM,44,21.0,17,17,485,719,5316,43,12,28,81,2,0,0,0,0.0,0.0,0,"AP: 2nd Tm, PFF: 1st Tm",2021
1755,QB,Joe Burrow,CIN,25,1.0,16,16,366,520,4611,34,14,40,118,2,0,0,0,1.0,0.0,0,"FW: 1st Tm All-Conf., PFF: 2nd Tm",2021
1756,RB,Jonathan Taylor,IND,22,1.0,17,17,0,0,0,0,0,332,1811,18,40,360,2,0.0,0.0,0,"FW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm",2021
1757,RB,Nick Chubb,CLE,26,3.0,14,14,0,0,0,0,0,228,1259,8,20,174,1,0.0,0.0,0,"FW: 1st Tm All-Conf., FW: 1st Tm",2021
1758,RB,Joe Mixon,CIN,25,4.0,16,16,0,0,0,0,0,292,1205,13,42,314,3,0.0,0.0,0,"SN: 1st Tm, PFF: 2nd Tm",2021
1759,RB,Antonio Gibson,WAS,23,1.0,16,14,0,0,0,0,0,258,1037,7,42,294,3,1.0,0.0,0,FW: 1st Tm All-Conf.,2021
